transaction_id,user_id,subscription_plan,payment_amount,payment_status
TXN-00605,USR-148,premium,20.15,pending
TXN-00606,USR-128,standard,9.56,success
TXN-00607,USR-129,family,29.54,pending
TXN-00608,USR-103,family,30.139999999999997,failed
TXN-00609,USR-129,basic,5.180000000000001,pending
TXN-00610,USR-107,family,30.419999999999998,pending
TXN-00611,USR-123,family,29.99,refunded
TXN-00612,USR-128,standard,10.24,refunded
TXN-00613,USR-117,family,29.669999999999998,pending
TXN-00614,USR-127,premium,20.24,success
TXN-00615,USR-135,basic,4.59,refunded
TXN-00616,USR-143,family,29.689999999999998,success
TXN-00617,USR-126,family,29.759999999999998,success
TXN-00618,USR-139,premium,20.45,success
TXN-00619,USR-111,family,29.889999999999997,success
TXN-00620,USR-123,standard,10.21,success
TXN-00621,USR-101,premium,20.139999999999997,failed
TXN-00622,USR-135,standard,10.38,refunded
TXN-00623,USR-133,basic,4.71,success
TXN-00624,USR-147,premium,19.56,refunded
TXN-00625,USR-108,standard,10.28,refunded
TXN-00626,USR-107,basic,5.17,pending
TXN-00627,USR-123,standard,9.5,success
TXN-00628,USR-140,premium,19.569999999999997,failed
TXN-00629,USR-141,family,29.759999999999998,refunded
TXN-00630,USR-106,premium,19.86,success
TXN-00631,USR-102,basic,5.45,pending
TXN-00632,USR-131,premium,19.529999999999998,failed
TXN-00633,USR-111,premium,19.99,pending
TXN-00634,USR-104,basic,5.17,failed
TXN-00635,USR-102,premium,19.58,refunded
TXN-00636,USR-110,premium,20.139999999999997,success
TXN-00637,USR-127,standard,10.07,failed
TXN-00638,USR-117,standard,10.02,success
TXN-00639,USR-143,standard,10.39,pending
TXN-00640,USR-128,premium,20.459999999999997,refunded
TXN-00641,USR-137,family,29.759999999999998,success
TXN-00642,USR-146,premium,20.45,pending
TXN-00643,USR-124,standard,9.71,pending
TXN-00644,USR-144,standard,10.08,refunded
TXN-00645,USR-147,premium,19.91,refunded
TXN-00646,USR-138,basic,5.42,refunded
TXN-00647,USR-128,premium,19.529999999999998,success
TXN-00648,USR-113,family,30.099999999999998,failed
TXN-00649,USR-132,standard,10.05,pending
TXN-00650,USR-112,premium,19.779999999999998,refunded
TXN-00651,USR-108,basic,4.62,refunded
TXN-00652,USR-128,family,30.049999999999997,refunded
TXN-00653,USR-137,basic,5.42,failed
TXN-00654,USR-123,family,29.599999999999998,failed
TXN-00655,USR-120,standard,9.57,failed
TXN-00656,USR-121,basic,4.54,success
TXN-00657,USR-130,family,29.889999999999997,success
TXN-00658,USR-109,family,30.33,refunded
TXN-00659,USR-113,standard,10.200000000000001,pending
TXN-00660,USR-108,premium,19.99,refunded
TXN-00661,USR-147,family,30.169999999999998,refunded
TXN-00662,USR-130,standard,10.05,success
TXN-00663,USR-128,premium,19.7,refunded
TXN-00664,USR-115,family,30.47,pending
TXN-00665,USR-125,standard,9.58,refunded
TXN-00666,USR-119,premium,19.65,refunded
TXN-00667,USR-141,basic,4.92,failed
TXN-00668,USR-133,family,29.729999999999997,success
TXN-00669,USR-140,premium,20.13,refunded
TXN-00670,USR-139,premium,19.599999999999998,refunded
TXN-00671,USR-146,standard,10.32,refunded
TXN-00672,USR-116,standard,10.23,refunded
TXN-00673,USR-124,standard,10.120000000000001,failed
TXN-00674,USR-111,basic,4.78,pending
TXN-00675,USR-104,basic,5.09,success
TXN-00676,USR-103,premium,19.66,failed
TXN-00677,USR-101,basic,4.890000000000001,refunded
TXN-00678,USR-130,premium,19.97,refunded
TXN-00679,USR-114,basic,4.930000000000001,pending
TXN-00680,USR-143,premium,20.09,refunded
TXN-00681,USR-106,family,29.889999999999997,success
TXN-00682,USR-112,standard,9.93,success
TXN-00683,USR-104,standard,10.370000000000001,pending
TXN-00684,USR-119,family,29.65,refunded
TXN-00685,USR-140,basic,4.99,success
TXN-00686,USR-108,family,29.93,pending
TXN-00687,USR-137,standard,10.05,refunded
TXN-00688,USR-114,family,30.09,refunded
TXN-00689,USR-139,premium,20.09,pending
TXN-00690,USR-127,premium,19.979999999999997,refunded
TXN-00691,USR-123,family,29.549999999999997,pending
TXN-00692,USR-126,standard,9.89,refunded
TXN-00693,USR-146,family,29.56,failed
TXN-00694,USR-134,standard,10.19,refunded
TXN-00695,USR-130,family,29.83,failed
TXN-00696,USR-132,standard,10.06,refunded
TXN-00697,USR-103,premium,20.09,failed
TXN-00698,USR-104,family,29.979999999999997,failed
TXN-00699,USR-146,family,30.119999999999997,failed
TXN-00700,USR-120,family,30.11,success
TXN-00701,USR-107,premium,19.819999999999997,success
TXN-00702,USR-145,premium,19.619999999999997,pending
TXN-00703,USR-134,standard,9.98,pending
TXN-00704,USR-109,family,29.83,success
TXN-00705,USR-105,premium,20.209999999999997,failed
TXN-00706,USR-139,standard,9.78,failed
TXN-00707,USR-115,standard,10.09,pending
TXN-00708,USR-148,premium,19.61,pending
TXN-00709,USR-123,standard,10.15,success
TXN-00710,USR-137,family,29.68,failed
TXN-00711,USR-124,premium,19.66,pending
TXN-00712,USR-133,standard,10.4,success
TXN-00713,USR-147,basic,5.41,pending
TXN-00714,USR-139,family,29.729999999999997,refunded
TXN-00715,USR-120,basic,4.640000000000001,success
TXN-00716,USR-136,premium,20.06,refunded
TXN-00717,USR-105,family,29.72,failed
TXN-00718,USR-104,premium,19.68,success
TXN-00719,USR-123,premium,19.869999999999997,refunded
TXN-00720,USR-129,family,30.069999999999997,failed
TXN-00721,USR-101,family,29.77,success
TXN-00722,USR-123,basic,5.08,failed
TXN-00723,USR-144,family,30.06,failed
TXN-00724,USR-144,basic,4.79,pending
TXN-00725,USR-137,basic,5.09,refunded
TXN-00726,USR-146,premium,20.189999999999998,refunded
TXN-00727,USR-141,premium,19.74,failed
TXN-00728,USR-106,standard,9.75,pending
TXN-00729,USR-112,premium,20.479999999999997,refunded
TXN-00730,USR-106,basic,5.180000000000001,pending
TXN-00731,USR-134,premium,20.209999999999997,pending
TXN-00732,USR-141,family,29.799999999999997,refunded
TXN-00733,USR-137,premium,19.529999999999998,pending
TXN-00734,USR-145,standard,10.31,refunded
TXN-00735,USR-130,standard,9.58,success
TXN-00736,USR-120,standard,9.69,success
TXN-00737,USR-148,standard,10.36,failed
TXN-00738,USR-143,standard,9.49,pending
TXN-00739,USR-134,basic,4.9,refunded
TXN-00740,USR-129,basic,4.69,pending
TXN-00741,USR-109,standard,10.14,success
TXN-00742,USR-145,family,29.63,success
TXN-00743,USR-103,standard,10.4,pending
TXN-00744,USR-118,premium,19.77,pending
TXN-00745,USR-115,basic,4.75,failed
TXN-00746,USR-109,premium,19.939999999999998,failed
TXN-00747,USR-134,family,30.24,pending
TXN-00748,USR-104,premium,20.04,pending
TXN-00749,USR-131,family,30.369999999999997,refunded
TXN-00750,USR-143,premium,19.939999999999998,pending
TXN-00751,USR-129,family,30.45,refunded
TXN-00752,USR-136,basic,4.54,success
TXN-00753,USR-125,basic,5.16,success
TXN-00754,USR-113,standard,9.6,refunded
TXN-00755,USR-147,basic,4.62,success
TXN-00756,USR-141,premium,20.139999999999997,failed
TXN-00757,USR-133,standard,9.55,failed
TXN-00758,USR-138,family,30.13,success
TXN-00759,USR-148,family,29.72,refunded
TXN-00760,USR-126,basic,4.720000000000001,refunded
TXN-00761,USR-143,premium,20.369999999999997,pending
TXN-00762,USR-147,premium,20.47,pending
TXN-00763,USR-106,basic,5.08,pending
TXN-00764,USR-133,basic,5.33,pending
TXN-00765,USR-141,basic,4.65,pending
TXN-00766,USR-130,basic,4.57,pending
TXN-00767,USR-109,basic,5.44,success
TXN-00768,USR-147,family,30.08,refunded
TXN-00769,USR-143,family,30.169999999999998,failed
TXN-00770,USR-103,basic,5.45,refunded
TXN-00771,USR-119,family,30.15,success
TXN-00772,USR-117,family,30.0,refunded
TXN-00773,USR-123,standard,9.55,refunded
TXN-00774,USR-108,standard,9.75,pending
TXN-00775,USR-140,basic,4.6000000000000005,failed
TXN-00776,USR-136,standard,10.38,success
TXN-00777,USR-134,premium,19.639999999999997,success
TXN-00778,USR-136,standard,9.700000000000001,pending
TXN-00779,USR-109,premium,19.56,pending
TXN-00780,USR-132,family,29.939999999999998,success
TXN-00781,USR-148,premium,19.54,pending
TXN-00782,USR-136,premium,20.369999999999997,pending
TXN-00783,USR-121,family,29.889999999999997,failed
TXN-00784,USR-137,standard,10.16,pending
TXN-00785,USR-102,family,30.24,success
TXN-00786,USR-134,family,30.419999999999998,refunded
TXN-00787,USR-121,premium,20.299999999999997,refunded
TXN-00788,USR-146,basic,5.0,refunded
TXN-00789,USR-141,standard,9.57,pending
TXN-00790,USR-107,standard,10.040000000000001,failed
TXN-00791,USR-110,premium,19.619999999999997,refunded
TXN-00792,USR-129,family,30.209999999999997,success
TXN-00793,USR-119,premium,19.83,success
TXN-00794,USR-106,family,30.439999999999998,pending
TXN-00795,USR-126,basic,4.98,success
TXN-00796,USR-132,basic,5.21,failed
TXN-00797,USR-111,family,29.58,success
TXN-00798,USR-119,premium,19.66,failed
TXN-00799,USR-148,family,30.31,refunded
TXN-00800,USR-131,premium,20.29,pending
TXN-00801,USR-138,basic,5.390000000000001,success
TXN-00802,USR-114,premium,19.52,refunded
TXN-00803,USR-128,basic,5.42,failed
TXN-00804,USR-118,basic,4.890000000000001,refunded
TXN-00805,USR-120,standard,10.27,refunded
TXN-00806,USR-120,premium,19.88,failed
TXN-00807,USR-144,family,29.97,pending
TXN-00808,USR-111,standard,10.01,success
TXN-00809,USR-135,family,29.889999999999997,failed
TXN-00810,USR-140,standard,10.24,pending
TXN-00811,USR-123,standard,10.26,pending
TXN-00812,USR-134,premium,19.75,success
TXN-00813,USR-134,family,30.33,pending
TXN-00814,USR-146,premium,20.45,refunded
TXN-00815,USR-101,standard,9.94,pending
TXN-00816,USR-137,standard,9.98,pending
TXN-00817,USR-137,premium,20.27,pending
TXN-00818,USR-147,family,30.25,refunded
TXN-00819,USR-131,basic,5.07,failed
TXN-00820,USR-105,family,29.97,refunded
TXN-00821,USR-108,family,29.919999999999998,pending
TXN-00822,USR-142,family,29.59,pending
TXN-00823,USR-125,family,29.84,failed
TXN-00824,USR-148,family,29.66,failed
TXN-00825,USR-144,premium,19.9,refunded
TXN-00826,USR-120,premium,20.11,refunded
TXN-00827,USR-111,premium,20.009999999999998,refunded
TXN-00828,USR-111,family,29.59,failed
TXN-00829,USR-133,premium,19.91,failed
TXN-00830,USR-103,premium,19.5,refunded
TXN-00831,USR-137,premium,20.15,pending
TXN-00832,USR-145,basic,4.680000000000001,failed
TXN-00833,USR-126,family,30.38,pending
TXN-00834,USR-127,premium,20.479999999999997,refunded
TXN-00835,USR-127,premium,19.91,pending
TXN-00836,USR-125,standard,10.38,failed
TXN-00837,USR-125,family,29.65,failed
TXN-00838,USR-109,basic,5.0600000000000005,refunded
TXN-00839,USR-127,premium,20.41,refunded
TXN-00840,USR-139,family,29.86,failed
TXN-00841,USR-115,family,30.47,pending
TXN-00842,USR-111,standard,10.36,pending
TXN-00843,USR-114,family,30.36,refunded
TXN-00844,USR-146,family,29.619999999999997,refunded
TXN-00845,USR-133,premium,20.41,refunded
TXN-00846,USR-146,premium,19.54,pending
TXN-00847,USR-118,basic,4.5600000000000005,pending
TXN-00848,USR-143,family,29.77,pending
TXN-00849,USR-133,basic,4.8,refunded
TXN-00850,USR-104,basic,4.71,refunded
TXN-00851,USR-147,standard,10.31,failed
TXN-00852,USR-127,standard,9.82,failed
TXN-00853,USR-132,basic,5.36,failed
TXN-00854,USR-139,standard,10.32,refunded
TXN-00855,USR-133,premium,19.59,pending
TXN-00856,USR-115,basic,5.42,success
TXN-00857,USR-136,premium,19.889999999999997,pending
TXN-00858,USR-119,basic,4.55,refunded
TXN-00859,USR-138,premium,20.45,success
TXN-00860,USR-103,premium,20.099999999999998,success
TXN-00861,USR-113,premium,19.77,refunded
TXN-00862,USR-139,standard,9.52,pending
TXN-00863,USR-124,basic,4.640000000000001,refunded
TXN-00864,USR-131,standard,9.98,success
TXN-00865,USR-138,family,30.369999999999997,success
TXN-00866,USR-106,basic,4.6000000000000005,refunded
TXN-00867,USR-134,family,29.52,refunded
TXN-00868,USR-115,basic,4.7700000000000005,refunded
TXN-00869,USR-110,family,30.02,refunded
TXN-00870,USR-145,family,30.45,failed
TXN-00871,USR-103,family,30.099999999999998,success
TXN-00872,USR-110,premium,20.009999999999998,pending
TXN-00873,USR-121,basic,4.640000000000001,refunded
TXN-00874,USR-109,standard,9.73,success
TXN-00875,USR-116,basic,4.5,refunded
TXN-00876,USR-137,premium,19.619999999999997,pending
TXN-00877,USR-141,basic,5.140000000000001,failed
TXN-00878,USR-105,basic,4.74,refunded
TXN-00879,USR-110,standard,9.93,refunded
TXN-00880,USR-106,standard,10.17,refunded
TXN-00881,USR-142,family,30.13,refunded
TXN-00882,USR-143,basic,4.86,pending
TXN-00883,USR-134,standard,10.34,refunded
TXN-00884,USR-143,basic,5.140000000000001,failed
TXN-00885,USR-141,standard,10.26,pending
TXN-00886,USR-125,premium,19.979999999999997,success
TXN-00887,USR-141,basic,4.86,failed
TXN-00888,USR-112,family,29.72,pending
TXN-00889,USR-102,basic,5.220000000000001,refunded
TXN-00890,USR-124,premium,19.79,refunded
TXN-00891,USR-125,basic,4.67,failed
TXN-00892,USR-109,premium,20.4,pending
TXN-00893,USR-122,premium,20.31,pending
TXN-00894,USR-133,basic,4.55,pending
TXN-00895,USR-144,family,29.68,failed
TXN-00896,USR-107,basic,5.140000000000001,success
TXN-00897,USR-140,family,29.54,success
TXN-00898,USR-121,standard,10.46,pending
TXN-00899,USR-131,premium,20.47,pending
TXN-00900,USR-104,premium,20.04,pending
TXN-00901,USR-135,basic,5.12,refunded
TXN-00902,USR-143,family,30.009999999999998,refunded
TXN-00903,USR-104,family,30.139999999999997,failed
TXN-00904,USR-135,basic,5.09,success
TXN-00905,USR-119,premium,20.27,success
TXN-00906,USR-115,premium,19.83,failed
TXN-00907,USR-136,family,30.259999999999998,refunded
TXN-00908,USR-109,premium,19.979999999999997,refunded
TXN-00909,USR-140,premium,19.61,pending
TXN-00910,USR-117,basic,5.15,pending
TXN-00911,USR-105,family,30.189999999999998,success
TXN-00912,USR-127,basic,5.16,pending
TXN-00913,USR-114,standard,10.09,pending
TXN-00914,USR-129,premium,20.319999999999997,failed
TXN-00915,USR-136,basic,5.0200000000000005,success
TXN-00916,USR-133,family,30.229999999999997,refunded
TXN-00917,USR-145,basic,5.33,refunded
TXN-00918,USR-111,premium,19.569999999999997,pending
TXN-00919,USR-120,family,29.93,refunded
TXN-00920,USR-129,basic,4.720000000000001,success
TXN-00921,USR-123,basic,5.13,pending
TXN-00922,USR-125,family,30.479999999999997,pending
TXN-00923,USR-111,basic,4.66,pending
TXN-00924,USR-111,basic,5.33,refunded
TXN-00925,USR-147,basic,4.75,refunded
TXN-00926,USR-134,family,29.709999999999997,failed
TXN-00927,USR-117,basic,4.8100000000000005,failed
TXN-00928,USR-146,basic,4.99,refunded
TXN-00929,USR-135,standard,10.09,pending
TXN-00930,USR-126,basic,4.640000000000001,failed
TXN-00931,USR-108,standard,10.21,failed
TXN-00932,USR-142,basic,4.5200000000000005,success
TXN-00933,USR-128,premium,20.279999999999998,refunded
TXN-00934,USR-134,standard,9.93,success
TXN-00935,USR-132,premium,19.939999999999998,success
TXN-00936,USR-135,premium,20.11,pending
TXN-00937,USR-128,family,30.259999999999998,pending
TXN-00938,USR-109,basic,5.390000000000001,failed
TXN-00939,USR-130,basic,5.41,refunded
TXN-00940,USR-108,standard,10.43,success
TXN-00941,USR-107,standard,10.22,failed
TXN-00942,USR-142,premium,20.25,refunded
TXN-00943,USR-104,standard,9.74,pending
TXN-00944,USR-141,premium,20.43,success
TXN-00945,USR-106,family,30.06,failed
TXN-00946,USR-102,basic,4.67,pending
TXN-00947,USR-110,standard,10.41,failed
TXN-00948,USR-135,standard,9.83,refunded
TXN-00949,USR-123,standard,10.23,failed
TXN-00950,USR-125,standard,9.73,failed
TXN-00951,USR-103,family,30.06,failed
TXN-00952,USR-101,standard,10.03,failed
TXN-00953,USR-108,premium,20.09,success
TXN-00954,USR-119,premium,19.849999999999998,success
TXN-00955,USR-144,standard,10.46,success
TXN-00956,USR-106,premium,20.259999999999998,refunded
TXN-00957,USR-114,basic,4.71,success
TXN-00958,USR-108,premium,20.189999999999998,failed
TXN-00959,USR-112,standard,9.540000000000001,success
TXN-00960,USR-103,premium,20.139999999999997,success
TXN-00961,USR-125,premium,19.99,failed
TXN-00962,USR-136,basic,4.61,pending
TXN-00963,USR-126,premium,19.58,success
TXN-00964,USR-127,premium,19.77,success
TXN-00965,USR-132,basic,4.65,failed
TXN-00966,USR-147,family,29.939999999999998,failed
TXN-00967,USR-126,basic,4.78,refunded
TXN-00968,USR-139,premium,19.639999999999997,refunded
TXN-00969,USR-142,basic,5.0,success
TXN-00970,USR-117,standard,10.17,success
TXN-00971,USR-129,basic,4.69,success
TXN-00972,USR-112,family,29.549999999999997,refunded
TXN-00973,USR-104,premium,20.15,failed
TXN-00974,USR-134,family,30.45,success
TXN-00975,USR-147,basic,5.11,refunded
TXN-00976,USR-136,basic,4.58,pending
TXN-00977,USR-138,standard,9.94,failed
TXN-00978,USR-136,standard,10.49,refunded
TXN-00979,USR-104,basic,4.51,pending
TXN-00980,USR-145,standard,9.57,refunded
TXN-00981,USR-143,standard,10.09,failed
TXN-00982,USR-120,family,29.819999999999997,success
TXN-00983,USR-105,standard,10.08,failed
TXN-00984,USR-122,basic,5.24,pending
TXN-00985,USR-111,basic,4.76,refunded
TXN-00986,USR-105,premium,19.72,refunded
TXN-00987,USR-103,standard,9.96,refunded
TXN-00988,USR-117,family,30.25,refunded
TXN-00989,USR-115,premium,20.279999999999998,failed
TXN-00990,USR-117,premium,20.029999999999998,refunded
TXN-00991,USR-139,basic,4.92,success
TXN-00992,USR-113,standard,9.77,failed
TXN-00993,USR-123,basic,4.51,failed
TXN-00994,USR-145,family,29.91,pending
TXN-00995,USR-106,premium,19.86,pending
TXN-00996,USR-118,family,30.099999999999998,success
TXN-00997,USR-136,premium,20.229999999999997,success
TXN-00998,USR-137,family,29.65,refunded
TXN-00999,USR-116,standard,9.66,success
TXN-01000,USR-105,basic,5.28,failed
TXN-01001,USR-141,premium,19.72,success
TXN-01002,USR-131,standard,9.66,pending
TXN-01003,USR-136,basic,4.8,pending
TXN-01004,USR-117,family,29.72,failed
TXN-01005,USR-134,premium,19.889999999999997,refunded
TXN-01006,USR-104,standard,9.870000000000001,refunded
TXN-01007,USR-118,family,30.18,refunded
TXN-01008,USR-114,family,29.889999999999997,refunded
TXN-01009,USR-135,basic,5.16,failed
TXN-01010,USR-113,basic,4.8100000000000005,success
TXN-01011,USR-103,standard,10.07,refunded
TXN-01012,USR-109,basic,5.15,refunded
TXN-01013,USR-130,premium,19.869999999999997,success
TXN-01014,USR-124,family,30.15,pending
TXN-01015,USR-108,family,29.68,failed
TXN-01016,USR-132,standard,10.43,refunded
TXN-01017,USR-145,standard,9.56,pending
TXN-01018,USR-133,standard,9.91,pending
TXN-01019,USR-140,premium,20.16,success
TXN-01020,USR-107,standard,10.32,failed
TXN-01021,USR-132,premium,20.4,failed
TXN-01022,USR-112,basic,5.140000000000001,failed
TXN-01023,USR-123,basic,5.16,pending
TXN-01024,USR-138,premium,19.729999999999997,success
TXN-01025,USR-132,basic,5.44,pending
TXN-01026,USR-102,standard,10.040000000000001,pending
TXN-01027,USR-103,premium,19.97,failed
TXN-01028,USR-108,standard,10.11,success
TXN-01029,USR-121,premium,19.99,pending
TXN-01030,USR-101,family,30.27,success
TXN-01031,USR-111,premium,19.9,success
TXN-01032,USR-128,family,30.299999999999997,pending
TXN-01033,USR-128,family,30.22,success
TXN-01034,USR-141,premium,19.619999999999997,success
TXN-01035,USR-119,basic,4.95,refunded
TXN-01036,USR-115,family,29.689999999999998,refunded
TXN-01037,USR-148,premium,19.919999999999998,refunded
TXN-01038,USR-129,basic,5.13,pending
TXN-01039,USR-124,family,30.13,success
TXN-01040,USR-130,basic,5.23,success
TXN-01041,USR-111,basic,4.970000000000001,failed
TXN-01042,USR-119,family,29.779999999999998,refunded
TXN-01043,USR-119,premium,20.45,failed
TXN-01044,USR-118,standard,10.39,success
TXN-01045,USR-146,standard,10.35,pending
TXN-01046,USR-143,premium,20.049999999999997,pending
TXN-01047,USR-147,family,30.33,refunded
TXN-01048,USR-122,standard,9.74,refunded
TXN-01049,USR-113,premium,20.279999999999998,failed
TXN-01050,USR-115,basic,4.75,pending
TXN-01051,USR-113,premium,20.209999999999997,refunded
TXN-01052,USR-136,standard,9.93,pending
TXN-01053,USR-105,premium,20.369999999999997,pending
TXN-01054,USR-130,family,29.5,refunded
TXN-01055,USR-140,standard,9.67,pending
TXN-01056,USR-146,basic,4.74,pending
TXN-01057,USR-118,family,29.72,success
TXN-01058,USR-102,standard,9.620000000000001,pending
TXN-01059,USR-108,standard,9.63,success
TXN-01060,USR-127,premium,19.729999999999997,failed
TXN-01061,USR-117,family,29.569999999999997,pending
TXN-01062,USR-112,family,30.06,failed
TXN-01063,USR-104,standard,9.790000000000001,failed
TXN-01064,USR-114,premium,19.689999999999998,pending
TXN-01065,USR-117,standard,9.49,refunded
TXN-01066,USR-134,premium,19.669999999999998,success
TXN-01067,USR-104,basic,5.07,refunded
TXN-01068,USR-130,basic,4.8500000000000005,success
TXN-01069,USR-113,family,30.229999999999997,failed
TXN-01070,USR-116,basic,5.33,success
TXN-01071,USR-147,standard,10.23,failed
TXN-01072,USR-117,basic,4.87,pending
TXN-01073,USR-113,family,30.29,failed
TXN-01074,USR-143,standard,10.46,pending
TXN-01075,USR-124,family,30.029999999999998,success
TXN-01076,USR-108,family,29.77,pending
TXN-01077,USR-127,premium,19.77,pending
TXN-01078,USR-117,premium,19.959999999999997,failed
TXN-01079,USR-109,premium,20.18,success
TXN-01080,USR-101,basic,5.4,refunded
TXN-01081,USR-129,premium,19.56,pending
TXN-01082,USR-102,premium,19.979999999999997,success
TXN-01083,USR-125,premium,20.209999999999997,success
TXN-01084,USR-148,family,30.049999999999997,success
TXN-01085,USR-132,premium,20.259999999999998,refunded
TXN-01086,USR-117,standard,9.700000000000001,pending
TXN-01087,USR-148,standard,9.55,failed
TXN-01088,USR-128,basic,5.37,success
TXN-01089,USR-117,basic,5.0,refunded
TXN-01090,USR-119,basic,4.78,pending
TXN-01091,USR-121,premium,20.419999999999998,success
TXN-01092,USR-145,family,29.549999999999997,success
TXN-01093,USR-124,premium,20.49,failed
TXN-01094,USR-108,basic,4.54,refunded
TXN-01095,USR-147,premium,19.66,success
TXN-01096,USR-117,family,30.319999999999997,success
TXN-01097,USR-109,basic,4.67,pending
TXN-01098,USR-114,standard,9.58,refunded
TXN-01099,USR-147,standard,10.35,pending
TXN-01100,USR-126,family,29.99,refunded
TXN-01101,USR-133,basic,4.73,success
TXN-01102,USR-107,premium,20.419999999999998,success
TXN-01103,USR-115,premium,19.68,success
TXN-01104,USR-111,standard,10.040000000000001,refunded
TXN-01105,USR-104,premium,19.889999999999997,refunded
TXN-01106,USR-138,family,29.979999999999997,success
TXN-01107,USR-141,family,29.849999999999998,refunded
TXN-01108,USR-101,basic,4.930000000000001,refunded
TXN-01109,USR-106,premium,19.849999999999998,failed
TXN-01110,USR-142,premium,20.479999999999997,pending
TXN-01111,USR-124,basic,5.09,refunded
TXN-01112,USR-114,family,30.119999999999997,success
TXN-01113,USR-107,basic,4.92,pending
TXN-01114,USR-142,family,29.65,failed
TXN-01115,USR-112,basic,5.05,success
TXN-01116,USR-131,family,30.09,refunded
TXN-01117,USR-132,standard,9.84,refunded
TXN-01118,USR-131,premium,19.68,pending
TXN-01119,USR-140,family,30.349999999999998,pending
TXN-01120,USR-137,family,30.18,failed
TXN-01121,USR-117,basic,5.33,success
TXN-01122,USR-124,family,30.169999999999998,failed
TXN-01123,USR-129,premium,20.04,failed
TXN-01124,USR-103,basic,4.82,pending
TXN-01125,USR-105,premium,19.83,success
TXN-01126,USR-106,basic,4.970000000000001,pending
TXN-01127,USR-112,basic,4.84,failed
TXN-01128,USR-131,basic,4.8500000000000005,refunded
TXN-01129,USR-109,premium,19.889999999999997,success
TXN-01130,USR-117,premium,20.31,failed
TXN-01131,USR-109,family,30.209999999999997,refunded
TXN-01132,USR-112,standard,9.6,pending
TXN-01133,USR-112,basic,5.34,refunded
TXN-01134,USR-124,standard,10.1,failed
TXN-01135,USR-148,premium,20.009999999999998,success
TXN-01136,USR-121,standard,9.63,pending
TXN-01137,USR-123,basic,4.91,refunded
TXN-01138,USR-128,premium,19.779999999999998,refunded
TXN-01139,USR-131,premium,19.639999999999997,refunded
TXN-01140,USR-138,family,29.65,failed
TXN-01141,USR-140,basic,4.51,failed
TXN-01142,USR-112,premium,20.419999999999998,success
TXN-01143,USR-136,premium,19.869999999999997,pending
TXN-01144,USR-148,premium,19.689999999999998,failed
TXN-01145,USR-104,premium,20.099999999999998,failed
TXN-01146,USR-142,basic,4.99,failed
TXN-01147,USR-125,family,29.9,refunded
TXN-01148,USR-139,standard,9.86,failed
TXN-01149,USR-139,premium,19.93,pending
TXN-01150,USR-147,premium,19.569999999999997,success
TXN-01151,USR-122,family,30.08,refunded
TXN-01152,USR-147,family,29.63,pending
TXN-01153,USR-116,standard,9.76,pending
TXN-01154,USR-102,standard,9.84,pending
TXN-01155,USR-144,premium,20.139999999999997,pending
TXN-01156,USR-147,basic,5.49,success
TXN-01157,USR-136,premium,19.759999999999998,failed
TXN-01158,USR-148,standard,9.88,refunded
TXN-01159,USR-103,family,30.24,refunded
TXN-01160,USR-130,premium,20.389999999999997,success
TXN-01161,USR-113,family,29.939999999999998,failed
TXN-01162,USR-125,basic,5.140000000000001,success
TXN-01163,USR-134,premium,20.25,refunded
TXN-01164,USR-103,premium,20.189999999999998,refunded
TXN-01165,USR-146,family,30.259999999999998,success
TXN-01166,USR-107,family,30.08,success
TXN-01167,USR-104,basic,5.2,refunded
TXN-01168,USR-105,basic,4.99,failed
TXN-01169,USR-136,premium,20.47,success
TXN-01170,USR-106,family,30.299999999999997,refunded
TXN-01171,USR-141,standard,9.85,refunded
TXN-01172,USR-137,basic,5.32,success
TXN-01173,USR-141,standard,9.8,success
TXN-01174,USR-148,standard,9.99,success
TXN-01175,USR-137,family,29.529999999999998,failed
TXN-01176,USR-115,premium,20.029999999999998,pending
TXN-01177,USR-143,premium,20.479999999999997,refunded
TXN-01178,USR-116,standard,9.870000000000001,refunded
TXN-01179,USR-148,premium,20.009999999999998,refunded
TXN-01180,USR-128,family,29.63,refunded
TXN-01181,USR-129,standard,10.19,success
TXN-01182,USR-112,standard,10.19,success
TXN-01183,USR-117,basic,5.25,failed
TXN-01184,USR-108,standard,10.22,failed
TXN-01185,USR-104,premium,20.33,pending
TXN-01186,USR-119,basic,4.76,failed
TXN-01187,USR-102,family,29.84,pending
TXN-01188,USR-136,family,29.849999999999998,pending
TXN-01189,USR-111,family,29.569999999999997,pending
TXN-01190,USR-137,family,29.849999999999998,success
TXN-01191,USR-106,family,29.889999999999997,pending
TXN-01192,USR-135,premium,19.939999999999998,refunded
TXN-01193,USR-102,basic,5.25,pending
TXN-01194,USR-115,standard,9.5,pending
TXN-01195,USR-124,premium,20.299999999999997,success
TXN-01196,USR-135,basic,4.71,success
TXN-01197,USR-121,premium,20.069999999999997,failed
TXN-01198,USR-119,premium,19.74,failed
TXN-01199,USR-117,basic,5.49,failed
TXN-01200,USR-140,family,29.849999999999998,pending
TXN-01201,USR-110,standard,9.73,pending
TXN-01202,USR-114,premium,20.389999999999997,failed
TXN-01203,USR-147,basic,5.0,success
TXN-01204,USR-120,premium,20.119999999999997,pending
TXN-01205,USR-122,premium,19.759999999999998,success
TXN-01206,USR-132,basic,5.13,failed
